id,activity_intensity_score,contribution_consistency,repo_creation_rate,recent_activity_ratio,development_velocity,multitasking_score,code_change_rate,language_specialization,language_balance,repo_language_diversity,tech_stack_breadth,avg_languages_per_repo,avg_repo_size,community_engagement_score,collaboration_ratio,fork_contribution_rate,mentorship_score,social_coding_index,network_influence,repo_active_score,showcase_score,maintenance_score,avg_stars_per_repo,max_stars_repo,avg_forks_per_repo,max_forks_repo,public_repo_ratio,project_complexity,code_review_participation,code_review_index,reputation_score,impact_factor,influence_growth_rate,viral_repo_score,leadership_score,profile_completeness,maintainer_score,team_player_score,generalist_score,work_consistency,learning_velocity,innovation_index
miluchen,6,0.8123872102015666,1.2727272727272727,0.9787234042553191,959.6666666666666,1.75,92.87096774193549,0.3333333333333333,0.7901234567901234,6.0,10,0.0,35423.6,27,1.0,0.5333333333333333,0.13636363636363635,0.27044228902541173,2.3513752571634776,0.06666666666666667,0.16666666666666666,1.0,0.5,2.0,0.2,1.0,1.0,0.0897179168317203,0.3333333333333333,0.17897628499739962,1.0868339851024713,0.6,0.18181818181818182,1.3333333333333333,0.017716369986244714,1.0,0.5263157894736842,0.40666666646666666,0.8333333332638889,0.37041520874749523,0.8156028368114657,0.0514036351715879
martinResearch,126,0.5023794891963902,1.8003634475597092,0.9925925925925926,148.0,0.7777777777777778,8.879999999999999,0.6666666666666666,0.49382716049382713,3.0,10,0.0,147631.7,238,0.75,0.7,0.18951194184839043,0.6901349864363593,6.412638948921326,0.4,0.8333333333333334,1.0,78.1,378.0,8.0,24.0,1.0,0.11134270036572126,0.09090909090909091,0.05828505365752905,4.0510531547265245,47.05,4.643042575285565,4.778761061946903,0.02291066588265256,1.0,0.47619047619047616,0.36499999985,0.8333333332638889,0.3605920841127313,0.8271604937582304,0.6424426241486078
archsyscall,96,0.3835849052882036,5.204147764095917,0.9998483009708737,1595.6666666666667,0.8571428571428572,116.75609756097562,0.375,0.75,5.0,10,0.0,36201.4,197,0.1411764705882353,1.7333333333333334,0.0,0.6810271550945184,7.02108396428914,0.13333333333333333,1.0,1.0,97.4,607.0,17.6,141.0,1.0,0.09247851766064068,0.0,0.0,4.666067935337617,29.466666666666665,21.76279974076474,6.168699186991869,0.2333333333333333,1.0,0.47619047619047616,0.4756862744815686,0.8333333332638889,0.3448086891188716,0.8332069174062943,0.7174444971457391
m-orsini,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,0.0,1.0,0.0,0.10553644067571731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0
lsylusiyao,1,0.7142857142857143,0.9356308743947593,0.9868421052631579,36562.5,1.75,2675.3048780487807,0.5555555555555556,0.6172839506172839,4.0,10,0.0,444181.3333333333,38,0.0,2.2,0.0,0.3383638367648353,4.290459441148391,0.1,0.0,1.0,2.0,14.0,0.2222222222222222,1.0,1.0,0.5199999999849121,0.0,0.0,2.133250312829098,2.2,3.1187695813158647,4.666666666666667,0.11666666666666665,1.0,0.45,0.31666666666666665,0.8333333332638889,0.30638697817519134,0.8223684209841009,0.0975315402927348
likefrankie,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10,0.0,1.0,0.0,0.1286002927605581,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2079441541679836,0.0,0.08365803346321339,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0
leocus,24,0.3684210526315789,1.3082437275985663,0.96875,2309.3333333333335,1.0,177.64102564102564,0.4,0.7599999999999999,6.0,11,0.0,825148.1,9,0.0,0.47368421052631576,0.0,0.10646510448554364,4.863680881139593,0.21052631578947367,0.0,1.0,15.1,91.0,2.2,12.0,1.0,0.1350945193793283,0.0,0.0,2.853631581279224,10.263157894736842,0.7268020708880923,5.652173913043478,0.0,1.0,0.5,0.09473684210526316,0.9166666665902777,0.3481012674534605,0.8880208332593316,0.28248624392593347
larrywyang,0,1.0,0.5383480825958702,0.0,16268.166666666666,3.0,1038.3936170212767,0.8333333333333334,0.2777777777777777,2.0,4,0.0,139506.83333333334,1,0.0,0.2857142857142857,0.0,0.01817715622970912,5.905361848054571,0.0,0.0,1.0,73.83333333333333,373.0,15.833333333333334,69.0,1.0,0.38093807761042275,0.0,0.0,2.949561161191218,90.42857142857143,0.08972468043264503,4.984409799554566,0.0,1.0,0.6666666666666666,0.05714285714285714,0.33333333330555553,0.33262300726989297,0.0,0.4838499422387468
0xksdata,18,0.43507741479449036,0.12094102054340622,0.9583333333333334,3285.0,0.2,365.0,1.0,0.0,1.0,2,0.0,173930.0,7,0.1875,2.0,0.0,0.14957388871190103,1.0986122886681098,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25932475264792504,0.0,0.0,0.2079441541679836,0.0,0.12094102054340622,0.0,0.0,1.0,0.16666666666666666,0.25624999996250003,0.16666666665277777,1.0,0.15972222220891202,0.0
kobotics,1,0.7142857142857143,1.2134884825457135,0.5,513.0,1.75,32.0625,0.375,0.75,5.0,10,0.0,990479.6,1,0.0,0.06666666666666667,0.0,0.01758483158760621,3.1354942159291497,0.06666666666666667,0.0,1.0,1.3,8.0,0.1,1.0,1.0,0.06693747852333033,0.0,0.0,1.5541790975005174,1.0,0.6067442412728568,3.4782608695652177,0.0,1.0,0.8333333333333334,0.013333333333333334,0.8333333332638889,0.35078147469090226,0.41666666663194446,0.08288587119056928
justheuristic,140,0.4607427669372636,4.958050339592489,0.996268656716418,2815.0,0.75,205.97560975609755,0.7,0.42000000000000004,2.0,8,0.0,766275.5,914,0.21428571428571427,0.855072463768116,1.7499001198561726,0.8938867044134474,9.331982617958287,0.13043478260869565,1.0,1.0,1653.7,9664.0,142.0,561.0,1.0,0.11227218606278372,1.1578947368421053,0.717201076139361,6.1972860080285495,280.82608695652175,32.591889732321214,5.840333595213634,0.3677084345754368,1.0,0.47619047619047616,0.35196687366314705,0.6666666666111111,0.3624267240286622,0.6641791044222637,0.9999999999473577
futurely,0,1.0,0.33159209629797864,0.0,2324.8,2.4,145.3,0.5,0.625,3.0,8,0.0,833822.0,455,0.0,2.2,0.0,0.7734820158652094,4.941642422609304,0.0,0.0,1.0,26.75,90.0,8.25,29.0,1.0,0.07779526132630886,0.0,0.0,2.9932431668104305,34.6,1.4921644333409039,3.2432432432432434,0.0,1.0,0.26666666666666666,0.2,0.6666666666111111,0.386983893046735,0.0,0.23779390524037694
software-samurai,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0
kidzik,20,0.37499999999999994,5.000901388137732,0.9995627459554001,937.8333333333334,0.9166666666666667,56.269999999999996,0.5,0.6799999999999999,5.0,13,0.0,698969.0,338,0.0,0.5714285714285714,0.0,0.6655068259186979,7.503840746698951,0.06493506493506493,1.0,1.0,135.7,918.0,56.9,250.0,1.0,0.07693755334175308,0.0,0.0,4.92000588188169,32.4025974025974,9.277988101676582,6.715435259692758,0.11666666666666665,1.0,0.47619047619047616,0.23095238095238094,0.9999999999166667,0.32437428710589905,0.9995627458721031,0.8468349122366746
tvalentyn,234,0.5462388254369921,0.250057090659968,0.9957805907172996,621.75,0.675,41.45,0.5,0.5,2.0,7,0.0,468367.6666666667,5161,1.6,4.25,10.91915962548527,0.9999999997884534,5.27556037942542,0.75,0.0,1.0,50.333333333333336,128.0,22.0,59.0,1.0,0.20759322769694888,2.911111111111111,0.9999999998645942,3.0674712619715874,70.75,0.8335236355332267,2.4935064935064934,0.5499999998520259,1.0,0.21428571428571427,0.6499999997,0.5833333332847223,0.42450072826932217,0.5808720112033522,0.2824862439259335
tswr,89,0.3465707555634638,0.947067981318111,0.9961538461538462,564.0,0.8571428571428572,41.26829268292683,0.3,0.84,8.0,13,0.0,568481.6,26,0.011235955056179775,0.625,0.0,0.2080050434042938,4.219507705176107,0.375,0.3333333333333333,1.0,1.4,8.0,1.2,9.0,1.0,0.10465367019039787,0.0,0.0,2.2527176678304652,2.375,1.3258951738453555,3.3333333333333335,0.0,1.0,0.47619047619047616,0.12837078651460673,0.9999999999166667,0.3189888429858342,0.9961538460708333,0.08601473353321734
broken-pen,164,0.3996076604146204,0.2305263157894737,0.9940119760479041,9208.75,0.4666666666666667,1534.7916666666665,0.5,0.5,2.0,3,0.0,362708.3333333333,128,0.21323529411764705,1.0,0.0,0.524790215880733,3.2188758248682006,2.0,0.0,1.0,4.666666666666667,13.0,0.6666666666666666,2.0,1.0,0.4384178524204358,0.0,0.0,1.6559699805682357,4.5,0.5378947368421053,2.2941176470588234,0.0,1.0,0.375,0.26397058819264707,0.24999999997916666,0.3921290247745321,0.24850299399126746,0.08601473353321734
towzeur,24,0.41096024003931464,3.58244531688166,0.9964028776978417,10388.666666666666,1.0,1198.6923076923078,0.4444444444444444,0.7160493827160495,5.0,10,0.0,886304.8,12,0.13636363636363635,0.8055555555555556,0.1535333707234997,0.18359210462927159,4.56954300834494,0.1111111111111111,0.0,1.0,5.0,28.0,1.5,10.0,1.0,0.24127728130716908,0.0,0.0,2.699728181725714,2.2222222222222223,2.4565339315759953,4.666666666666667,0.014403246902864665,1.0,0.47619047619047616,0.2020202019929293,0.8333333332638889,0.36314431083635507,0.8303357313456735,0.162552567154558
thomasdeneux,1,0.7142857142857143,1.4260907314955502,0.6666666666666666,15714.833333333334,1.75,2142.931818181818,0.5,0.58,3.0,5,0.0,756920.1,86,0.0,0.42105263157894735,0.0,0.43490987864527125,4.1588830833596715,0.05263157894736842,0.0,1.0,1.2,5.0,1.8,9.0,1.0,0.5105263157743858,0.0,0.0,2.1901492197436836,2.526315789473684,1.1884089429129585,2.2727272727272725,0.0,1.0,0.5263157894736842,0.08421052631578947,0.41666666663194446,0.36389906627680385,0.27777777775462964,0.07963416918163271
stephaniexd11,0,1.0,0.7138200782268579,0.0,1628.8333333333333,3.0,152.703125,0.42857142857142855,0.6938775510204083,4.0,13,0.0,381350.3333333333,0,0.0,0.3,0.0,0.0,2.4423470353692043,0.0,0.0,1.0,0.3333333333333333,1.0,0.2222222222222222,1.0,1.0,0.2692553703062129,0.0,0.0,1.0514990744055563,0.7,0.2379400260756193,0.75,0.0,1.0,0.6923076923076923,0.06,0.9999999999166667,0.40000000071999997,0.0,0.03981708459081636
sorryformyself,0,1.0,0.21610420367081115,0.0,3490.6666666666665,1.2,261.8,1.0,0.0,1.0,1,0.0,79950.5,5,0.0,0.3333333333333333,0.0,0.09137787573235193,1.5040773967762742,0.0,0.0,1.0,3.5,7.0,0.0,0.0,1.0,0.13400470146920906,0.0,0.0,0.6238324625039507,2.3333333333333335,0.0,1.5555555555555556,0.0,1.0,0.5,0.06666666666666667,0.08333333332638888,0.41421356244242097,0.0,0.060821601363291906
serhii-havrylov,6,0.5907301480239405,0.691724573594441,0.9960629921259843,975.8333333333334,3.0,60.98958333333332,0.5,0.6875,5.0,12,0.0,87692.0,45,5.0,1.0,0.07685828595493788,0.32515396593981305,4.624972813284271,0.0,0.5,1.0,2.2222222222222223,10.0,1.5555555555555556,5.0,1.0,0.038549429467572324,0.5,0.2604070578222558,2.530022453074302,4.8,2.6900400084228258,3.103448275862069,0.01137303979986679,1.0,0.45,0.6499999997,0.9999999999166667,0.40744749537761277,0.996062992042979,0.10280727034317581
ryota-mo,0,1.0,0.841845140032949,0.5,329.0,3.0,41.125,0.5,0.6666666666666667,4.0,5,0.0,60741.42857142857,2,0.0,0.875,0.0,0.045595995887605614,2.6026896854443837,0.0,0.0,1.0,2.2857142857142856,16.0,0.42857142857142855,3.0,1.0,0.03573286428155688,0.0,0.0,1.1272228754408429,2.75,0.0,4.869565217391305,0.0,1.0,0.4666666666666667,0.17500000000000002,0.41666666663194446,0.2742918852645187,0.20833333331597223,0.09195361802741568
qdevpsi3,4,0.5,1.1461967899511514,0.9988950276243094,1975.8333333333333,1.75,123.48958333333333,0.8888888888888888,0.19753086419753085,2.0,3,0.0,295061.3333333333,1,0.0,0.1,0.0,0.02535901025069797,5.030437921392435,0.1,1.0,1.0,12.222222222222221,41.0,3.3333333333333335,12.0,1.0,0.07796357928017397,0.0,0.0,3.088407561092028,17.0,3.311235170969993,3.100840336134454,0.0,1.0,0.8181818181818182,0.020000000000000004,0.24999999997916666,0.4436359009439827,0.24972375688526702,0.24110442052102982
pedrofreire,0,1.0,0.6891668633467075,0.9912280701754386,1469018.5,3.0,104929.89285714287,0.5,0.5,2.0,7,0.0,1356693.875,18,0.0,2.2222222222222223,0.0,0.19807922795568547,3.5263605246161616,0.0,0.0,1.0,2.125,11.0,0.375,3.0,1.0,0.37254477381836204,0.0,0.0,1.8637389814323386,2.5555555555555554,0.8614585791833844,3.52,0.0,1.0,0.42105263157894735,0.2,0.5833333332847223,0.3611903689942364,0.5782163742208212,0.0947836199461838
osannolik,0,1.0,1.083943773510196,0.9787234042553191,283083.0,3.0,19749.976744186046,0.4,0.74,5.0,10,0.0,6750814.4,13,0.0,0.5625,0.0,0.14012589342532988,5.01396308418893,0.0,1.0,1.0,13.5,61.0,2.8,18.0,1.0,0.49999999998491207,0.0,0.0,3.0606123630351374,11.9375,1.4452583646802613,4.206896551724138,0.11666666666666665,1.0,0.5,0.22916666666666666,0.8333333332638889,0.424833076196216,0.8156028368114657,0.2671011234327743
ngc92,459,0.4855127981007597,1.700310559006211,0.9979959919839679,40342.166666666664,1.0,2750.6022727272725,0.7,0.4600000000000001,3.0,12,0.0,1306019.7,366,0.45229681978798586,1.5909090909090908,3.967391304347826,0.7569964704801778,6.118097198041348,0.18181818181818182,0.6666666666666666,1.0,34.2,172.0,7.2,22.0,1.0,0.5363636363485484,0.3858267716535433,0.6929133856913658,3.952612066722922,22.09090909090909,7.044143744454304,4.886363636363636,0.5499999998520259,1.0,0.47619047619047616,0.3356890458459364,0.9999999999166667,0.39585264366243933,0.9979959919008016,0.4251301279438963
eyounx,1,0.7142857142857143,1.4032780250910564,0.5,510.0,1.75,30.599999999999998,0.8,0.33999999999999986,3.0,8,0.0,909168.2,10,0.0,0.2,0.0,0.11699825365197954,7.950502434808851,0.05,0.6666666666666666,1.0,116.3,529.0,24.7,98.0,1.0,0.05515329995812492,0.0,0.0,5.2752909225104485,82.85,69.57304734925133,4.509803921568627,0.11666666666666665,1.0,0.6666666666666666,0.15666666666666668,0.6666666666111111,0.3792027258582201,0.33333333330555553,0.7839686350099553
EndingCredits,38,0.4641016151377546,1.592056932966024,0.9743589743589743,1278.2,0.9,91.30000000000001,0.75,0.40625,3.0,5,0.0,62419.3,77,0.39285714285714285,0.6,0.04189623507805326,0.4375823344617073,5.233778845410465,0.15,0.0,1.0,13.5,58.0,4.6,20.0,1.0,0.10520741839694149,0.0,0.0,3.221254947469272,11.35,2.094811753902663,4.0,0.003930362599909351,1.0,0.47619047619047616,0.2378571427785714,0.41666666663194446,0.39554244845396563,0.4059829059490741,0.2671011234327743
wil3,2,0.6000000000000001,3.8059701492537314,0.6666666666666666,95591.5,1.75,6827.964285714286,0.7,0.4800000000000001,4.0,11,0.0,122250.5,310,0.0,0.6153846153846154,0.0,0.6734871445147069,6.492239835020471,0.019230769230769232,1.0,1.0,50.1,423.0,12.3,104.0,1.0,0.5038461538310659,0.0,0.0,4.247852694642228,14.365384615384615,8.35820895522388,8.277886497064578,0.0,1.0,0.47619047619047616,0.12307692307692308,0.9166666665902777,0.27530122475048746,0.6111111110601851,0.5145501313061164
vitchyr,0,1.0,2.699205028655944,0.0,1730.0,3.0,110.42553191489361,0.7,0.4800000000000001,4.0,11,0.0,344572.7,269,0.0,0.7073170731707317,0.0,0.6245733317800599,8.61875650682568,0.0,0.0,1.0,622.2,3101.0,114.3,562.0,1.0,0.060083238240741986,0.0,0.0,5.7908947866013385,207.5121951219512,23.8879645036051,4.9759306803594345,0.0,1.0,0.47619047619047616,0.14146341463414633,0.9166666665902777,0.34002251230779346,0.0,0.9999999999473577
super-pirata,0,1.0,0.129985754985755,0.0,20.0,0.6,6.666666666666667,0.0,0.0,0.0,0,0.0,0.0,16,0.0,1.0,0.0,0.23795935305292842,1.9459101490553132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.015802507030756936,0.0,0.0,0.4158883083359672,0.0,0.38995726495726496,0.0,0.0,1.0,0.25,0.2,0.0,1.0,0.0,0.0
EvanMath,19,0.4296762432600308,1.4599999999999997,0.9615384615384616,534829.3333333334,1.125,38202.095238095244,0.5,0.64,4.0,8,0.0,238692.2,53,0.17647058823529413,1.1538461538461537,0.0,0.42990433575972536,2.833213344056216,0.23076923076923078,0.3333333333333333,1.0,0.5,3.0,0.5,2.0,1.0,0.4076553409362398,0.0,0.0,1.3117680429499945,1.1538461538461537,0.36499999999999994,2.0,0.0,1.0,0.47619047619047616,0.2529411764352941,0.6666666666111111,0.31643097301513756,0.6410256409722221,0.0514036351715879
virgilt,61,0.35767818910914956,3.71501272264631,0.9850746268656716,5069.166666666667,1.3333333333333335,337.94444444444446,0.5,0.65625,4.0,7,0.0,1680685.9,70,0.03333333333333333,0.6060606060606061,0.0,0.47044413091117654,6.398594934535208,0.06060606060606061,1.0,1.0,39.6,391.0,26.0,257.0,1.0,0.10660270186420756,0.0,0.0,3.49185801038729,27.757575757575758,0.6965648854961831,9.630541871921181,0.0,1.0,0.47619047619047616,0.13121212120545456,0.5833333332847223,0.24283726036355918,0.5746268656237562,0.4574634736688971
ttran2,0,1.0,0.5513595166163142,0.0,530.5,3.0,31.830000000000002,0.6,0.56,3.0,9,0.0,158681.8,1,0.0,0.3333333333333333,0.0,0.022128817918487902,2.6741486494265287,0.0,0.0,1.0,0.8,3.0,0.2,1.0,1.0,0.029448825346234005,0.0,0.0,1.1589886506106355,1.0,0.5513595166163142,1.6666666666666665,0.0,1.0,0.625,0.06666666666666667,0.7499999999375,0.3802569671176183,0.0,0.04597680901370785
danlangford,121,0.43311760535647365,2.508812125484667,0.9982014388489209,292.2,0.6222222222222222,36.525,0.375,0.75,5.0,11,0.0,1172007.5,271,0.29347826086956524,0.675,0.25731406415227354,0.6262161403720891,4.060443010546419,0.2,0.0,1.0,0.3,2.0,0.1,1.0,1.0,0.08051415300948586,0.16666666666666666,0.10946469618029815,1.5541790975005174,0.125,1.7368699330278463,1.5384615384615383,0.38459164910100674,1.0,0.47619047619047616,0.5730434782021739,0.9166666665902777,0.30770854351205346,0.9150179855352593,0.03981708459081636
cfperez,0,1.0,0.5607835605915115,0.9803921568627451,404.6666666666667,3.0,31.947368421052634,0.5,0.6666666666666666,4.0,5,0.0,106475.125,24,0.0,2.6666666666666665,0.03504897253696947,0.20873164103064945,2.833213344056216,0.0,0.0,1.0,0.625,3.0,0.125,1.0,1.0,0.027652452365936157,0.0,0.0,1.2599303215969995,0.7777777777777778,0.4205876704436336,1.8461538461538463,0.003288008351297318,1.0,0.42105263157894735,0.2,0.41666666663194446,0.3447828952549266,0.4084967319921024,0.0514036351715879
github-bot-bot,0,1.0,0.10258572231590782,0.0,44.5,0.6,44.5,0.0,0.0,0.0,0,0.0,0.0,24,0.0,0.0,0.0,0.26271187331015283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.020573168036009965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0
bionicles,173,0.4799866358700976,4.966675923354624,0.9949494949494949,341.0,0.65,32.78846153846154,0.3333333333333333,0.7160493827160495,4.0,14,0.0,154056.2,854,0.5309734513274337,4.62,0.3040821993890586,0.9533317165722065,5.382198850528739,0.14,0.3333333333333333,1.0,2.7,15.0,0.6,2.0,1.0,0.06551098018919485,0.037037037037037035,0.0322433498425654,2.7643336264647953,0.78,9.831991113579562,4.0540540540540535,0.03401644097483697,1.0,0.47619047619047616,0.35929203529203546,0.9999999999166667,0.37007127340188795,0.9949494948665825,0.11945125377244907
bshall,10,0.4117647058823529,1.6213214880621876,0.9642857142857143,3347.3333333333335,1.3333333333333335,218.30434782608697,0.7,0.42000000000000004,2.0,2,0.0,367989.9,182,0.0,0.4117647058823529,0.0,0.6277566537111182,7.60489448081162,0.11764705882352941,1.0,1.0,207.7,489.0,28.3,68.0,1.0,0.08033009227686436,0.0,0.0,5.104384737685481,155.47058823529412,27.562465297057187,2.3430761859127935,0.0,1.0,0.5555555555555556,0.08235294117647059,0.16666666665277777,0.5377297860680919,0.16071428570089286,0.9999999999473577
AFanaei,12,0.42761877939042214,0.9850529375129748,0.9333333333333333,11144.333333333334,1.75,955.2285714285715,0.6,0.5800000000000001,4.0,6,0.0,51307.7,11,0.08333333333333333,1.2857142857142858,0.0,0.13257265851269462,4.07753744390572,0.07142857142857142,0.0,1.0,1.2,4.0,0.0,0.0,1.0,0.38473694854787605,0.0,0.0,1.7582358670397598,0.8571428571428571,1.9701058750259497,1.8181818181818181,0.11666666666666665,1.0,0.47619047619047616,0.34166666665,0.49999999995833333,0.46182056349379585,0.4666666666277778,0.07963416918163271
ZexDC,0,1.0,1.0791448715032976,0.9166666666666666,640.6666666666666,3.0,54.914285714285725,0.5,0.6666666666666666,4.0,5,0.0,37242.2,4,0.0,1.0,0.0,0.060653585266244994,0.9162907318741551,0.0,1.0,1.0,0.0,0.0,0.1,1.0,1.0,0.25692451385697995,0.0,0.0,0.13862943611198905,0.14285714285714285,0.0,0.0,0.0,1.0,0.47619047619047616,0.2,0.41666666663194446,1.0,0.3819444444126157,0.0
zeeshanalipanhwar,26,0.41955096430535305,1.2913823603740209,0.9705882352941176,118125.5,1.0,9086.576923076924,0.5714285714285714,0.5714285714285714,3.0,3,0.0,8379300.5,55,0.17391304347826086,1.4666666666666666,0.04612079858478645,0.38793920625780043,3.8501476017100584,0.26666666666666666,0.3333333333333333,1.0,2.4,10.0,0.4,2.0,1.0,0.5533333333182454,0.0,0.0,2.099965390277943,2.1333333333333333,1.2913823603740209,2.9411764705882355,0.004326676645237587,1.0,0.47619047619047616,0.2521739130086957,0.24999999997916666,0.42056867238655765,0.2426470588033088,0.11261972208497853
mzjp2,5,0.8181818181818181,1.7278106508875741,0.8333333333333334,6105.833333333333,1.75,425.98837209302326,0.5714285714285714,0.5714285714285714,3.0,11,0.0,20674.3,353,1.5,0.29411764705882354,0.3239644970414201,0.7765370231461545,5.521460917862246,0.058823529411764705,1.0,1.0,10.6,48.0,3.2,20.0,1.0,0.31548046222251186,0.3333333333333333,0.18128889080805505,3.3963965966927603,10.0,7.99112426035503,4.137931034482759,0.1529072595513968,1.0,0.625,0.6254901957784313,0.9166666665902777,0.4172587117106661,0.7638888888252314,0.23668011033396663
zafarali,0,1.0,4.135314236853357,0.0,794.5,3.0,52.96666666666667,0.5555555555555556,0.6172839506172839,4.0,10,0.0,134556.4,404,0.0,0.48148148148148145,0.07802479692176144,0.736587701425221,7.198183577101943,0.0,1.0,1.0,145.9,736.0,15.9,73.0,1.0,0.03760010670806579,0.0,0.0,4.7669990249809775,32.907407407407405,14.356562633604105,5.010211027910143,0.3573196492027384,1.0,0.47619047619047616,0.4462962962962963,0.8333333332638889,0.34628277117851075,0.0,0.8780848343090274
uidilr,0,1.0,1.030015392508979,0.997624703087886,2724.6666666666665,3.0,227.05555555555557,0.6666666666666666,0.5185185185185186,4.0,6,0.0,15077.5,35,0.0,1.1666666666666667,0.0,0.307446364524738,5.3471075307174685,0.0,0.8333333333333334,1.0,18.7,115.0,4.5,29.0,1.0,0.062295160726766705,0.0,0.0,3.302323615607264,23.083333333333332,2.2473063109286815,5.83756345177665,0.0,1.0,0.47619047619047616,0.2,0.49999999995833333,0.34207616709079225,0.4988123515023753,0.3143617036331377
zzyunzhi,37,0.3912927817062102,2.0582706766917296,0.975609756097561,34211.666666666664,0.8125,2052.7,0.7,0.4800000000000001,4.0,6,0.0,1022433.6,29,0.11764705882352941,0.8421052631578947,0.0,0.32027805409252336,7.759827438529641,0.3684210526315789,0.6666666666666666,1.0,315.3,2277.0,37.4,304.0,1.0,0.5639717129565578,0.0,0.0,4.995630505193389,205.31578947368422,11.777882205513786,7.198861840025292,0.0,1.0,0.47619047619047616,0.20371517025510835,0.49999999995833333,0.3096155603926479,0.48780487800813005,0.9999999999473577
yulunli,0,1.0,1.146837033933808,0.0,843.1666666666666,3.0,81.59677419354838,0.4,0.76,6.0,11,0.0,162442.1,0,0.0,0.625,0.0,0.0,3.9512437185814275,0.0,0.0,1.0,6.3,56.0,1.3,10.0,1.0,0.06820597424603235,0.0,0.0,1.7754763909309532,5.5625,0.0,7.671232876712329,0.0,1.0,0.47619047619047616,0.125,0.9166666665902777,0.2635892751547337,0.0,0.1824648040898757
kngwyu,490,0.3502663978047219,4.949773982923155,0.9985207100591716,362.1666666666667,0.7777777777777778,22.1734693877551,0.25,0.78125,5.0,12,0.0,1511013.3,2274,0.044967880085653104,2.018181818181818,0.2749874434957308,0.9999999997884534,8.05975034421536,0.14545454545454545,0.3333333333333333,1.0,467.2,3361.0,41.7,280.0,1.0,0.06730682990029163,0.16666666666666666,0.12056822856027416,5.12945509330036,100.10909090909091,9.257910597689603,7.1785561725758225,0.15735770082756625,1.0,0.47619047619047616,0.330157030683369,0.9999999999166667,0.3002583234139695,0.9985207099759615,0.9999999999473577
DavidNKraemer,0,1.0,3.613048368953881,0.0,1217.1666666666667,3.0,101.43055555555557,0.5,0.6799999999999999,5.0,9,0.0,252054.4,35,0.0,0.3333333333333333,0.0,0.28649576158676,3.4657359027997265,0.0,1.0,1.0,0.8,4.0,0.6,3.0,1.0,0.05476639992621521,0.0,0.0,1.7391249309101422,0.4444444444444444,0.7390326209223846,2.2222222222222223,0.0,1.0,0.47619047619047616,0.06666666666666667,0.7499999999375,0.3779715933734717,0.0,0.06502102686182319
DanielPBak,1,0.7142857142857143,0.68240243047441,0.9850746268656716,1038.0,1.75,74.14285714285714,0.5714285714285714,0.6122448979591837,4.0,7,0.0,94788.375,41,0.0,1.4444444444444444,0.0,0.31805604803458754,5.54907608489522,0.1111111111111111,0.6666666666666666,1.0,21.0,159.0,13.5,108.0,1.0,0.06505746869428933,0.0,0.0,3.0147670316911674,42.666666666666664,0.4265015190465062,7.2272727272727275,0.0,1.0,0.42105263157894735,0.2,0.5833333332847223,0.2734533619527564,0.5746268656237562,0.2979637773580618
danielykim,1,0.7142857142857143,0.8451247748906612,0.6666666666666666,1414.0,3.0,86.57142857142858,0.3333333333333333,0.7160493827160495,4.0,9,0.0,311494.0,0,1.0,2.2,0.04695137638281451,0.00970628378714199,3.2188758248682006,0.0,0.0,1.0,1.0,3.0,0.1111111111111111,1.0,1.0,0.030153056838920923,0.0,0.0,1.5201804919084165,1.1,0.8451247748906612,1.5,0.004404594670749971,1.0,0.45,0.4999999998,0.7499999999375,0.50000000025,0.49999999995833333,0.06896521352056177
ruhman,0,1.0,1.619718309859155,0.5,1555053.8333333333,3.0,166612.9107142857,0.5,0.6799999999999999,5.0,7,0.0,47353.0,8,0.0,0.16666666666666666,0.0,0.09452965751854267,3.7256934272366524,0.0,1.0,1.0,0.7,5.0,0.2,1.0,1.0,0.49999999998491207,0.0,0.0,1.710666447606422,0.4583333333333333,1.1971830985915493,2.9411764705882355,0.11666666666666665,1.0,0.6666666666666666,0.15,0.5833333332847223,0.3087752286698706,0.2916666666423611,0.060821601363291906
